Date,country,avgtemp_c,maxtemp_c,mintemp_c,totalprecip_mm,avghumidity,maxwind_kph
2016-02-15,mexico,27.1,33.4,21.8,0.0,57.0,15.1
2016-02-16,india,25.5,30.1,21.3,0.0,62.0,14.8
2016-02-16,mexico,27.7,32.6,23.9,0.0,57.0,15.8
2016-02-17,india,26.0,31.8,21.0,0.0,67.0,15.8
2016-02-17,mexico,27.4,33.5,22.8,0.0,59.0,15.1
2016-02-18,india,26.9,32.8,21.7,0.0,66.0,16.6
2016-02-18,mexico,27.4,32.9,22.2,0.0,63.0,15.1
2016-02-19,india,27.2,32.4,22.5,0.0,69.0,20.2
2016-02-19,mexico,27.6,33.1,22.5,0.0,61.0,13.3
2016-02-20,india,27.3,31.7,22.8,0.0,68.0,21.2
2016-02-20,mexico,28.0,33.5,23.2,0.0,54.0,15.8
2016-02-21,india,28.0,32.3,23.3,0.0,63.0,19.4
2016-02-21,mexico,28.2,34.0,23.2,0.0,53.0,14.8
2016-02-22,india,28.0,33.2,23.4,0.0,50.0,19.8
2016-02-22,mexico,28.2,34.4,22.7,0.0,48.0,14.4
2016-02-23,india,27.5,33.9,22.8,0.0,57.0,16.2
2016-02-23,mexico,27.4,33.7,21.9,0.0,48.0,11.9
2016-02-24,india,26.2,30.1,21.2,0.0,67.0,9.4
2016-02-24,mexico,27.7,32.9,23.6,0.0,56.0,19.8
2016-02-25,india,25.9,30.3,21.3,0.0,66.0,10.4
2016-02-25,mexico,27.3,33.0,22.5,0.0,63.0,15.8
2016-02-26,india,26.4,31.4,20.6,0.0,57.0,15.1
2016-02-26,mexico,28.1,33.1,24.1,0.0,54.0,13.7
2016-02-27,india,27.3,32.7,21.4,0.0,58.0,14.4
2016-02-27,mexico,27.8,32.6,23.5,0.0,51.0,15.5
2016-02-28,india,27.5,31.5,22.6,0.0,70.0,12.6
2016-02-28,mexico,28.1,33.0,24.3,0.0,56.0,15.1
2016-02-29,india,28.3,32.7,23.3,0.4,68.0,13.7
2016-02-29,mexico,27.2,32.7,22.0,0.0,61.0,15.1
2016-03-01,india,28.4,31.8,24.6,0.2,68.0,10.4
2016-03-01,mexico,27.3,32.1,23.6,0.0,64.0,14.4
2016-03-02,india,29.2,34.4,24.5,0.5,67.0,14.4
2016-03-02,mexico,27.2,31.9,23.2,0.3,65.0,16.6
2016-03-03,india,29.4,33.5,25.0,0.5,61.0,13.7
2016-03-03,mexico,27.4,32.0,23.1,0.8,58.0,14.8
2016-03-04,india,30.1,35.9,25.0,0.2,62.0,11.2
2016-03-04,mexico,27.9,32.5,23.4,0.0,53.0,15.8
2016-03-05,india,29.8,34.8,25.4,0.0,56.0,18.8
2016-03-05,mexico,28.0,33.7,22.9,0.0,54.0,16.2
2016-03-06,india,29.1,34.3,25.1,0.0,51.0,19.1
2016-03-06,mexico,28.1,33.3,23.2,0.0,60.0,16.6
2016-03-07,india,28.5,34.5,23.8,0.0,48.0,20.2
2016-03-07,mexico,28.5,33.8,24.5,0.0,55.0,14.4
2016-03-08,india,28.4,33.6,24.0,0.0,50.0,17.3
2016-03-08,mexico,27.8,33.0,22.3,0.6,53.0,13.3
2016-03-09,india,28.8,33.3,24.0,0.0,49.0,17.3
2016-03-09,mexico,27.8,33.4,22.1,1.1,50.0,17.3
2016-03-10,india,29.3,34.4,24.1,0.0,49.0,17.3
2016-03-10,mexico,27.8,33.1,23.8,4.2,58.0,18.7
2016-03-11,india,28.6,33.2,25.2,0.0,71.0,11.9
2016-03-11,mexico,27.6,33.3,21.9,1.3,64.0,16.9
2016-03-12,india,28.1,33.5,23.0,0.0,69.0,20.9
2016-03-12,mexico,28.4,34.1,23.4,0.0,64.0,14.8
2016-03-13,india,27.2,31.3,23.2,0.0,64.0,17.6
2016-03-13,mexico,28.1,33.4,24.6,0.0,66.0,13.7
2016-03-14,india,26.6,32.2,21.8,0.0,63.0,17.6
2016-03-14,mexico,28.1,33.1,24.8,0.0,64.0,15.4
2016-03-15,india,26.4,31.0,21.3,0.0,67.0,14.5
2016-03-15,mexico,28.4,33.6,24.4,0.0,63.0,15.1
2016-03-16,india,26.2,30.5,21.3,0.0,68.0,13.7
2016-03-16,mexico,28.2,33.2,24.2,0.2,65.0,15.5
2016-03-17,india,27.1,31.4,22.0,0.0,67.0,12.2
2016-03-17,mexico,28.4,33.6,24.3,0.0,64.0,16.6
2016-03-18,india,27.9,33.2,21.9,0.0,66.0,20.5
2016-03-18,mexico,27.9,33.2,24.2,0.0,62.0,17.3
2016-03-19,india,29.2,34.0,23.6,0.0,60.0,14.5
2016-03-19,mexico,27.8,32.8,23.4,0.0,62.0,16.6
2016-03-20,india,30.5,36.7,24.4,0.0,49.0,25.2
2016-03-20,mexico,29.2,34.2,25.2,0.0,59.0,14.0
2016-03-21,india,30.7,35.8,25.0,0.0,45.0,26.0
2016-03-21,mexico,29.6,33.9,24.6,0.9,58.0,13.3
2016-03-22,india,29.6,35.3,24.5,0.0,49.0,19.1
2016-03-22,mexico,29.2,33.5,25.1,0.0,59.0,14.8
2016-03-23,india,28.2,33.5,21.8,0.0,64.0,10.4
2016-03-23,mexico,29.2,34.1,24.3,0.0,57.0,14.4
2016-03-24,india,27.8,31.2,23.8,0.0,77.0,14.4
2016-03-24,mexico,28.7,33.8,23.6,0.0,58.0,16.9
2016-03-25,india,28.4,32.0,24.4,0.0,71.0,11.9
2016-03-25,mexico,28.6,33.1,24.5,0.0,63.0,15.5
2016-03-26,india,28.3,32.4,24.2,0.0,70.0,14.4
2016-03-26,mexico,28.4,33.2,23.9,0.0,68.0,14.4
2016-03-27,india,29.0,34.3,24.5,0.2,70.0,12.7
2016-03-27,mexico,28.8,33.1,24.5,0.0,67.0,15.8
2016-03-28,india,28.9,32.7,24.1,0.1,69.0,15.1
2016-03-28,mexico,28.8,33.2,24.8,0.0,65.0,15.5
2016-03-29,india,28.5,32.8,23.7,0.0,69.0,13.0
2016-03-29,mexico,28.9,33.5,25.5,0.0,66.0,16.6
2016-03-30,india,28.4,32.9,22.4,0.0,63.0,17.3
2016-03-30,mexico,28.5,33.4,25.1,0.0,69.0,17.6
2016-03-31,india,28.6,34.8,22.6,0.0,64.0,15.8
2016-03-31,mexico,28.2,31.7,24.9,0.0,69.0,16.9
2016-04-01,india,28.9,34.8,23.7,0.0,62.0,19.4
2016-04-01,mexico,27.8,32.1,24.6,0.0,68.0,14.4
2016-04-02,india,28.3,32.2,23.4,0.0,74.0,16.2
2016-04-02,mexico,28.2,32.0,25.0,0.0,70.0,19.8
2016-04-03,india,28.4,32.2,23.9,0.0,73.0,15.1
2016-04-03,mexico,29.5,33.5,25.6,0.0,67.0,14.0
2016-04-04,india,28.8,34.0,23.9,0.0,73.0,12.5
2016-04-04,mexico,29.5,34.6,25.1,0.0,59.0,14.8
2016-04-05,india,29.5,32.9,26.3,0.0,68.0,15.5
2016-04-05,mexico,29.3,34.0,24.7,0.1,62.0,15.5
2016-04-06,india,29.3,33.4,26.5,0.1,64.0,15.8
2016-04-06,mexico,29.6,34.4,25.3,0.0,60.0,15.5
2016-04-07,india,29.6,34.3,24.6,0.0,58.0,22.8
2016-04-07,mexico,29.2,33.7,24.2,0.0,62.0,15.5
2016-04-08,india,30.6,35.5,26.0,0.0,45.0,21.6
2016-04-08,mexico,29.7,34.5,25.3,0.0,61.0,16.7
2016-04-09,india,30.0,34.5,26.0,0.0,54.0,15.8
2016-04-09,mexico,29.9,34.5,25.4,0.0,62.0,16.2
2016-04-10,india,29.5,34.0,24.2,0.0,64.0,14.8
2016-04-10,mexico,29.4,33.9,24.8,0.0,61.0,16.9
2016-04-11,india,30.4,34.7,25.7,0.0,59.0,21.6
2016-04-11,mexico,29.3,33.9,24.8,0.0,60.0,15.5
2016-04-12,india,30.7,35.2,26.3,0.0,55.0,20.5
2016-04-12,mexico,29.6,34.4,26.0,0.0,58.0,13.7
2016-04-13,india,29.5,34.6,24.7,0.0,65.0,15.8
2016-04-13,mexico,27.6,31.7,23.7,0.0,67.0,11.8
2016-04-14,india,29.6,34.8,25.0,0.0,65.0,16.5
2016-04-14,mexico,27.7,31.1,24.8,0.0,66.0,13.1
2016-04-15,india,29.3,34.5,25.2,0.0,67.0,16.2
2016-04-15,mexico,27.8,30.9,25.1,0.0,67.0,13.3
2016-04-16,india,28.8,33.9,24.7,0.0,69.0,15.5
2016-04-16,mexico,28.0,31.8,25.3,0.0,67.0,12.2
2016-04-17,india,28.8,33.3,25.3,0.0,70.0,15.1
2016-04-17,mexico,27.6,31.3,25.1,0.1,66.0,13.0
2016-04-18,india,29.0,33.9,24.8,0.0,71.0,16.3
2016-04-18,mexico,27.6,31.3,24.4,1.4,66.0,13.4
2016-04-19,india,29.4,33.7,25.9,0.0,70.0,14.8
2016-04-19,mexico,28.1,31.7,24.6,0.0,65.0,14.7
2016-04-20,india,29.3,32.7,26.0,0.0,71.0,15.8
2016-04-20,mexico,28.3,31.4,24.4,0.0,65.0,12.7
2016-04-21,india,29.3,33.5,26.2,0.0,74.0,13.7
2016-04-21,mexico,29.7,33.9,26.7,0.5,65.0,13.2
2016-04-22,india,29.3,32.4,25.1,0.0,68.0,13.7
2016-04-22,mexico,29.8,34.5,25.7,0.3,64.0,14.8
2016-04-23,india,28.8,32.5,24.6,0.0,69.0,15.5
2016-04-23,mexico,29.6,34.3,25.5,7.1,63.0,14.2
2016-04-24,india,28.6,32.2,24.4,0.0,68.0,14.8
2016-04-24,mexico,29.9,33.9,26.0,0.5,63.0,14.0
2016-04-25,india,28.7,34.0,24.2,0.0,67.0,14.8
2016-04-25,mexico,30.3,35.0,26.5,0.0,64.0,16.2
2016-04-26,india,29.0,34.3,23.4,0.0,67.0,15.8
2016-04-26,mexico,29.7,34.1,26.5,0.0,66.0,17.8
2016-04-27,india,30.1,34.8,25.5,0.0,65.0,15.8
2016-04-27,mexico,28.9,34.0,23.9,0.0,64.0,15.1
2016-04-28,india,29.7,33.2,25.6,0.0,76.0,12.2
2016-04-28,mexico,28.8,33.5,24.3,4.9,69.0,14.4
2016-04-29,india,29.6,33.0,26.0,0.0,71.0,11.5
2016-04-29,mexico,28.7,34.0,23.8,2.1,69.0,13.7
2016-04-30,india,29.6,33.3,24.8,0.0,71.0,12.2
2016-04-30,mexico,28.7,33.3,24.3,0.4,67.0,13.3
2016-05-01,india,29.7,33.7,24.6,0.0,68.0,14.4
2016-05-01,mexico,28.7,33.2,24.5,0.0,68.0,15.8
2016-05-02,india,30.1,33.7,25.8,0.0,69.0,13.7
2016-05-02,mexico,29.2,33.0,25.8,0.0,69.0,14.8
2016-05-03,india,29.9,34.3,24.9,0.0,65.0,15.1
2016-05-03,mexico,29.5,33.7,25.9,2.3,71.0,13.3
2016-05-04,india,29.7,33.5,25.4,0.0,71.0,13.7
2016-05-04,mexico,29.3,33.2,26.3,3.7,75.0,11.2
2016-05-05,india,30.0,33.6,25.3,0.0,73.0,18.4
2016-05-05,mexico,29.1,33.4,25.6,10.5,73.0,11.5
2016-05-06,india,29.6,33.1,25.5,0.0,70.0,14.4
2016-05-06,mexico,28.3,32.3,24.3,1.0,70.0,11.5
2016-05-07,india,29.4,33.8,24.7,0.0,71.0,15.8
2016-05-07,mexico,28.3,33.0,24.1,1.1,68.0,11.5
2016-05-08,india,29.3,33.1,25.7,0.0,73.0,12.2
2016-05-08,mexico,28.0,32.6,24.9,0.1,71.0,13.3
2016-05-09,india,29.4,33.1,25.4,0.0,74.0,18.0
2016-05-09,mexico,28.0,31.7,24.0,2.0,71.0,12.2
2016-05-10,india,30.1,35.2,25.5,0.0,73.0,15.8
2016-05-10,mexico,28.7,32.9,25.6,0.0,72.0,11.2
2016-05-11,india,29.5,35.3,24.7,0.0,73.0,17.3
2016-05-11,mexico,28.8,33.3,25.2,0.2,71.0,11.9
2016-05-12,india,30.1,33.9,26.0,0.0,74.0,22.0
2016-05-12,mexico,29.1,33.1,24.8,0.0,67.0,13.0
2016-05-13,india,30.2,33.3,27.1,0.0,77.0,16.9
2016-05-13,mexico,28.8,33.1,24.5,0.0,67.0,13.1
2016-05-14,india,30.2,34.1,27.5,0.0,79.0,21.6
2016-05-14,mexico,29.2,33.5,24.0,0.0,67.0,11.6
2016-05-15,india,30.4,33.3,26.7,0.1,76.0,15.8
2016-05-15,mexico,29.5,33.7,25.5,0.5,65.0,14.8
2016-05-16,india,31.0,34.6,27.5,0.0,74.0,21.2
2016-05-16,mexico,29.9,34.9,25.1,6.4,64.0,14.8
2016-05-17,india,30.6,35.5,27.8,0.0,77.0,20.5
2016-05-17,mexico,29.5,34.1,25.3,0.0,66.0,13.7
2016-05-18,india,30.1,32.3,26.8,0.0,77.0,15.1
2016-05-18,mexico,28.7,31.7,25.6,6.7,74.0,6.8
2016-05-19,india,30.1,32.5,27.4,0.0,75.0,15.1
2016-05-19,mexico,27.6,31.1,24.8,26.8,71.0,11.3
2016-05-20,india,30.2,32.7,27.3,0.7,76.0,15.5
2016-05-20,mexico,27.7,31.6,24.9,7.0,72.0,11.9
2016-05-21,india,30.3,32.5,27.9,0.3,76.0,15.3
2016-05-21,mexico,28.2,31.2,25.0,1.7,72.0,11.9
2016-05-22,india,30.4,32.8,27.5,0.3,76.0,11.9
2016-05-22,mexico,29.7,33.0,27.5,1.8,72.0,11.3
2016-05-23,india,30.5,32.8,28.3,0.7,78.0,11.9
2016-05-23,mexico,29.2,32.8,25.6,2.7,70.0,12.5
2016-05-24,india,30.6,33.6,28.4,1.0,77.0,14.8
2016-05-24,mexico,29.8,33.6,27.3,0.1,67.0,13.7
2016-05-25,india,30.5,33.4,28.2,2.9,76.0,12.6
2016-05-25,mexico,30.3,34.4,27.4,0.0,68.0,16.6
2016-05-26,india,31.0,33.2,28.4,2.1,70.0,11.4
2016-05-26,mexico,28.6,30.3,27.1,0.4,75.0,9.4
2016-05-27,india,31.1,33.7,28.3,2.1,75.0,11.9
2016-05-27,mexico,29.5,32.8,26.4,0.0,67.0,12.6
2016-05-28,india,30.2,33.1,27.9,1.1,81.0,11.5
2016-05-28,mexico,28.4,31.3,26.0,7.5,64.0,10.1
2016-05-29,india,30.6,33.2,28.2,2.9,73.0,16.6
2016-05-29,mexico,28.9,32.9,25.0,0.0,68.0,10.8
2016-05-30,india,31.0,33.6,28.4,2.2,71.0,12.2
2016-05-30,mexico,28.9,33.4,25.0,1.0,67.0,8.6
2016-05-31,india,30.7,33.0,27.9,3.6,70.0,13.3
2016-05-31,mexico,27.0,30.0,24.2,0.0,74.0,10.4
2016-06-01,india,30.3,33.7,26.9,1.7,75.0,13.2
2016-06-01,mexico,28.0,31.8,25.0,5.7,70.0,11.9
2016-06-02,india,30.6,33.3,27.4,5.03,73.0,14.0
2016-06-02,mexico,27.8,32.1,25.8,37.3,70.0,11.5
2016-06-03,india,30.0,34.1,27.2,6.78,80.0,19.4
2016-06-03,mexico,27.4,30.7,24.7,8.9,76.0,10.8
2016-06-04,india,29.7,32.1,27.4,13.13,81.0,12.6
2016-06-04,mexico,27.0,30.5,23.8,19.1,71.0,13.3
2016-06-05,india,28.1,31.1,25.9,54.64,81.0,14.2
2016-06-05,mexico,26.4,30.4,23.9,21.1,65.0,11.5
2016-06-06,india,28.8,30.8,27.7,14.61,89.0,7.2
2016-06-06,mexico,25.6,29.1,22.9,19.9,68.0,14.8
2016-06-07,india,28.8,30.7,27.7,15.9,88.0,9.0
2016-06-07,mexico,25.6,27.6,23.9,24.0,63.0,8.6
2016-06-08,india,28.5,29.7,27.3,30.22,85.0,15.5
2016-06-08,mexico,27.0,31.2,23.1,2.9,62.0,13.3
2016-06-09,india,28.7,30.8,27.1,15.6,80.0,13.0
2016-06-09,mexico,26.5,29.7,23.6,5.1,71.0,10.2
2016-06-10,india,28.0,29.4,26.8,9.4,80.0,12.4
2016-06-10,mexico,26.4,28.3,24.9,0.3,81.0,8.6
2016-06-11,india,27.2,28.4,25.6,22.9,76.0,8.3
2016-06-11,mexico,27.6,31.5,24.2,13.6,70.0,11.5
2016-06-12,india,27.8,30.0,26.2,20.4,80.0,10.1
2016-06-12,mexico,26.5,30.6,22.8,6.0,74.0,10.1
2016-06-13,india,28.0,29.8,26.6,6.8,79.0,12.6
2016-06-13,mexico,26.8,29.9,23.5,6.4,72.0,14.0
2016-06-14,india,28.3,30.3,26.7,7.6,81.0,15.7
2016-06-14,mexico,27.8,32.1,23.5,0.8,70.0,11.9
2016-06-15,india,28.3,30.4,26.4,5.9,79.0,16.9
2016-06-15,mexico,26.3,29.5,23.9,4.1,80.0,7.5
2016-06-16,india,28.2,30.2,26.0,6.5,82.0,18.4
2016-06-16,mexico,26.8,29.9,24.2,0.6,75.0,9.6
2016-06-17,india,28.9,31.7,26.5,2.9,81.0,15.1
2016-06-17,mexico,27.3,30.9,23.5,25.9,74.0,13.3
2016-06-18,india,28.3,30.8,26.4,5.8,79.0,16.2
2016-06-18,mexico,26.8,30.8,23.2,12.1,72.0,11.2
2016-06-19,india,27.5,29.4,25.7,17.1,77.0,14.6
2016-06-19,mexico,27.6,32.4,23.7,0.3,69.0,12.1
2016-06-20,india,26.6,28.5,24.8,7.2,85.0,16.4
2016-06-20,mexico,28.2,32.6,24.1,0.0,64.0,10.4
2016-06-21,india,27.2,29.0,26.3,43.3,82.0,18.0
2016-06-21,mexico,28.2,32.3,24.7,0.0,65.0,10.8
2016-06-22,india,27.1,28.6,26.1,41.14,83.0,17.4
2016-06-22,mexico,27.2,31.4,23.2,0.7,68.0,11.2
2016-06-23,india,26.9,28.3,25.7,63.82,84.0,19.1
2016-06-23,mexico,27.3,30.9,23.3,7.7,71.0,11.9
2016-06-24,india,27.2,28.8,26.1,53.68,82.0,18.7
2016-06-24,mexico,28.2,32.2,24.4,0.0,69.0,13.3
2016-06-25,india,26.2,26.5,26.0,51.8,89.0,19.4
2016-06-25,mexico,28.2,33.1,23.2,5.7,69.0,10.6
2016-06-26,india,26.5,27.8,25.8,36.14,88.0,17.6
2016-06-26,mexico,28.2,32.0,24.7,5.0,68.0,11.5
2016-06-27,india,26.5,27.3,26.0,39.2,89.0,17.4
2016-06-27,mexico,27.5,31.4,23.7,0.3,68.0,11.8
2016-06-28,india,26.6,27.7,25.9,57.49,89.0,21.6
2016-06-28,mexico,27.1,30.4,24.0,1.8,65.0,9.4
2016-06-29,india,25.9,26.2,25.7,52.97,92.0,20.2
2016-06-29,mexico,27.9,32.3,24.0,0.0,63.0,11.9
2016-06-30,india,27.0,28.1,25.9,46.9,88.0,20.5
2016-06-30,mexico,28.1,32.5,23.6,0.0,62.0,11.6
2016-07-01,india,26.8,27.8,26.2,44.2,88.0,23.6
2016-07-01,mexico,28.6,32.5,24.6,0.2,67.0,9.5
2016-07-02,india,26.2,26.7,26.0,30.32,91.0,24.0
2016-07-02,mexico,28.3,32.0,25.0,0.6,66.0,11.9
2016-07-03,india,26.4,27.3,25.9,23.4,90.0,24.8
2016-07-03,mexico,28.0,31.5,24.4,0.3,69.0,13.0
2016-07-04,india,26.2,27.7,25.6,25.5,91.0,19.8
2016-07-04,mexico,28.1,32.6,24.2,0.0,70.0,10.9
2016-07-05,india,26.4,27.6,25.4,24.67,90.0,20.5
2016-07-05,mexico,28.6,33.5,23.4,0.0,67.0,14.4
2016-07-06,india,26.5,27.6,25.2,11.3,89.0,15.1
2016-07-06,mexico,28.4,32.2,23.8,0.6,66.0,10.4
2016-07-07,india,26.3,27.6,25.0,5.7,89.0,16.6
2016-07-07,mexico,28.7,32.3,24.4,0.0,66.0,10.4
2016-07-08,india,26.6,27.8,25.6,6.7,88.0,20.9
2016-07-08,mexico,28.3,31.6,25.1,3.1,66.0,10.8
2016-07-09,india,25.9,26.7,25.4,25.5,89.0,23.8
2016-07-09,mexico,27.2,31.2,24.8,14.3,70.0,10.1
2016-07-10,india,26.0,26.7,25.4,45.3,90.0,25.2
2016-07-10,mexico,28.5,32.9,24.3,0.3,65.0,11.5
2016-07-11,india,26.0,26.4,25.6,48.7,90.0,24.5
2016-07-11,mexico,28.7,33.2,24.6,0.0,66.0,11.4
2016-07-12,india,25.7,26.4,24.9,32.2,91.0,23.4
2016-07-12,mexico,27.6,31.5,23.8,1.7,64.0,11.5
2016-07-13,india,25.9,27.7,24.9,20.85,90.0,20.6
2016-07-13,mexico,27.9,31.4,23.9,0.3,67.0,10.3
2016-07-14,india,26.3,28.4,24.9,9.7,89.0,16.9
2016-07-14,mexico,28.1,32.6,23.8,0.0,68.0,13.4
2016-07-15,india,26.5,28.5,25.0,4.3,88.0,11.5
2016-07-15,mexico,27.8,32.8,23.3,0.9,67.0,12.1
2016-07-16,india,26.4,28.5,25.0,8.0,88.0,14.0
2016-07-16,mexico,27.7,32.5,24.0,1.1,67.0,12.2
2016-07-17,india,26.0,28.1,24.9,17.2,87.0,13.7
2016-07-17,mexico,27.9,32.3,23.8,3.4,66.0,11.5
2016-07-18,india,26.1,26.8,24.8,17.5,88.0,20.2
2016-07-18,mexico,27.1,31.0,24.3,0.0,71.0,10.7
2016-07-19,india,26.2,26.9,25.7,15.2,88.0,15.8
2016-07-19,mexico,26.8,30.1,24.3,14.6,72.0,10.6
2016-07-20,india,26.0,26.6,25.7,30.3,88.0,19.6
2016-07-20,mexico,26.3,29.7,24.2,17.1,71.0,11.2
2016-07-21,india,26.1,26.7,25.6,17.6,88.0,19.5
2016-07-21,mexico,26.9,30.3,24.2,0.1,71.0,10.5
2016-07-22,india,26.1,26.8,25.6,26.8,87.0,21.0
2016-07-22,mexico,26.9,30.2,24.3,0.0,71.0,10.2
2016-07-23,india,26.0,26.7,25.5,50.1,88.0,21.9
2016-07-23,mexico,26.9,30.0,24.4,0.0,72.0,10.0
2016-07-24,india,26.1,26.8,25.5,27.1,88.0,20.1
2016-07-24,mexico,27.1,30.8,24.1,0.0,72.0,11.0
2016-07-25,india,26.2,27.7,25.5,23.1,87.0,20.1
2016-07-25,mexico,27.3,31.0,24.4,0.0,73.0,11.4
2016-07-26,india,26.1,27.7,25.4,5.6,87.0,17.3
2016-07-26,mexico,27.3,31.1,24.4,0.0,72.0,10.0
2016-07-27,india,25.9,27.3,25.1,14.8,88.0,19.2
2016-07-27,mexico,27.3,30.9,24.3,1.6,70.0,11.2
2016-07-28,india,25.8,26.8,24.4,27.9,88.0,18.8
2016-07-28,mexico,27.9,32.2,23.1,1.1,67.0,13.0
2016-07-29,india,25.6,26.8,24.7,52.0,89.0,15.1
2016-07-29,mexico,28.2,33.2,23.9,0.0,62.0,10.4
2016-07-30,india,25.2,26.7,24.4,35.86,92.0,16.9
2016-07-30,mexico,26.7,30.3,22.9,0.9,69.0,9.4
2016-07-31,india,24.7,24.9,24.3,64.68,93.0,18.0
2016-07-31,mexico,27.9,32.3,23.7,0.0,64.0,12.6
2016-08-01,india,25.0,25.3,24.7,66.4,93.0,23.4
2016-08-01,mexico,28.3,33.3,23.7,0.0,63.0,11.0
2016-08-02,india,25.2,26.2,24.7,38.0,93.0,20.8
2016-08-02,mexico,29.0,33.6,24.3,0.0,65.0,13.0
2016-08-03,india,25.3,26.8,24.6,29.84,92.0,22.7
2016-08-03,mexico,28.9,33.7,24.8,0.0,66.0,11.0
2016-08-04,india,25.5,26.4,24.6,18.2,91.0,20.9
2016-08-04,mexico,25.9,28.8,23.7,17.12,75.0,14.5
2016-08-05,india,25.4,25.8,24.9,21.6,91.0,23.8
2016-08-05,mexico,25.6,29.8,22.8,6.8,71.0,18.4
2016-08-06,india,25.8,27.4,25.0,20.5,91.0,24.1
2016-08-06,mexico,27.0,31.0,23.8,3.9,68.0,13.0
2016-08-07,india,25.8,26.9,24.7,14.7,90.0,21.2
2016-08-07,mexico,28.2,32.8,24.2,0.1,71.0,13.3
2016-08-08,india,26.2,27.9,24.7,12.2,91.0,17.6
2016-08-08,mexico,28.1,32.3,24.2,0.0,69.0,11.4
2016-08-09,india,26.1,28.0,24.8,14.2,91.0,19.4
2016-08-09,mexico,28.2,32.5,25.1,0.4,71.0,11.4
2016-08-10,india,26.0,28.0,24.8,15.5,90.0,20.9
2016-08-10,mexico,28.6,33.0,24.3,0.0,67.0,10.8
2016-08-11,india,25.9,27.4,24.8,28.7,91.0,17.9
2016-08-11,mexico,28.7,33.2,23.8,2.1,66.0,13.1
2016-08-12,india,25.6,27.1,24.7,9.2,92.0,16.1
2016-08-12,mexico,28.1,32.8,24.0,6.3,67.0,10.8
2016-08-13,india,26.1,27.8,24.7,4.6,90.0,17.6
2016-08-13,mexico,27.0,31.5,23.5,2.53,77.0,13.0
2016-08-14,india,26.3,27.9,25.1,4.6,89.0,17.6
2016-08-14,mexico,27.0,31.3,23.6,10.4,76.0,8.6
2016-08-15,india,26.1,28.1,25.0,6.9,88.0,19.1
2016-08-15,mexico,26.9,30.6,23.8,1.1,73.0,9.5
2016-08-16,india,26.4,28.2,25.0,6.8,88.0,20.2
2016-08-16,mexico,26.5,32.1,23.4,2.8,73.0,13.9
2016-08-17,india,26.4,28.1,24.7,5.9,89.0,16.6
2016-08-17,mexico,27.0,32.0,23.7,0.0,79.0,9.0
2016-08-18,india,25.6,26.8,24.3,10.0,87.0,17.3
2016-08-18,mexico,27.9,32.8,23.3,0.0,72.0,11.2
2016-08-19,india,26.5,28.8,24.4,5.7,87.0,13.3
2016-08-19,mexico,28.5,33.3,23.3,0.0,67.0,10.4
2016-08-20,india,26.5,28.8,24.4,3.5,84.0,9.7
2016-08-20,mexico,28.4,33.0,24.2,0.9,69.0,13.3
2016-08-21,india,25.9,27.8,23.9,8.8,86.0,16.2
2016-08-21,mexico,28.1,32.7,24.3,0.7,71.0,10.8
2016-08-22,india,25.6,27.6,24.4,8.9,90.0,15.8
2016-08-22,mexico,27.7,31.8,24.6,1.1,71.0,11.9
2016-08-23,india,25.6,27.5,24.4,18.19,89.0,15.6
2016-08-23,mexico,28.4,33.5,23.4,0.1,68.0,13.3
2016-08-24,india,26.0,28.2,23.9,10.4,88.0,13.7
2016-08-24,mexico,28.3,33.7,23.2,0.0,67.0,13.1
2016-08-25,india,26.2,28.4,24.7,3.4,87.0,11.5
2016-08-25,mexico,27.5,33.2,23.1,0.0,70.0,6.5
2016-08-26,india,26.2,28.3,24.6,2.8,86.0,12.6
2016-08-26,mexico,26.7,30.8,23.3,16.9,72.0,10.4
2016-08-27,india,26.2,27.9,24.8,2.1,86.0,13.7
2016-08-27,mexico,27.3,31.5,23.0,2.1,71.0,11.0
2016-08-28,india,25.9,27.4,24.8,10.6,88.0,11.9
2016-08-28,mexico,26.2,29.8,23.4,32.2,76.0,12.6
2016-08-29,india,26.6,28.3,25.3,8.3,87.0,16.6
2016-08-29,mexico,26.8,31.4,22.5,1.7,76.0,13.7
2016-08-30,india,26.3,28.0,25.1,4.0,87.0,15.1
2016-08-30,mexico,27.0,31.0,23.6,32.2,73.0,4.7
2016-08-31,india,26.5,27.9,25.6,11.2,85.0,13.0
2016-08-31,mexico,25.1,27.3,22.6,19.1,83.0,8.6
2016-09-01,india,26.1,28.0,24.6,11.6,86.0,13.0
2016-09-01,mexico,26.5,30.0,23.1,0.4,76.0,14.2
2016-09-02,india,26.1,28.7,24.4,5.9,84.0,12.2
2016-09-02,mexico,26.2,31.3,23.3,13.08,75.0,17.8
2016-09-03,india,25.7,27.6,24.2,4.1,84.0,11.2
2016-09-03,mexico,24.4,27.0,22.3,22.13,85.0,10.8
2016-09-04,india,26.1,28.5,23.8,3.5,83.0,9.4
2016-09-04,mexico,25.3,28.3,22.3,0.8,77.0,12.2
2016-09-05,india,26.1,28.7,23.4,3.1,82.0,9.7
2016-09-05,mexico,27.5,32.7,23.2,0.0,65.0,11.2
2016-09-06,india,25.6,28.0,23.4,2.7,83.0,10.1
2016-09-06,mexico,27.2,31.4,23.3,0.0,68.0,10.6
2016-09-07,india,26.0,28.9,22.7,2.0,80.0,12.2
